Epoch,Loss,nu,rho
1,0.16427400708198547,1.9064648151397705,4.000768184661865
2,0.1631910502910614,1.8660809993743896,4.002749443054199
3,0.16284604370594025,1.8276011943817139,4.007467746734619
4,0.16256242990493774,1.8055541515350342,4.017860412597656
5,0.16225500404834747,1.757420301437378,4.048700332641602
6,0.16160857677459717,1.6870964765548706,4.10048770904541
7,0.16096220910549164,1.6446667909622192,4.134240627288818
8,0.15939198434352875,1.5176372528076172,4.214933395385742
9,0.15501081943511963,1.1565022468566895,4.330140113830566
10,0.14603915810585022,0.6038671135902405,4.423673629760742
11,0.11790764331817627,0.011992533691227436,4.534753322601318
12,0.1096905991435051,-0.0002273933496326208,4.512611389160156
13,0.10729455947875977,0.0005320629570633173,4.495797157287598
14,0.09689943492412567,0.00013845338253304362,4.469298839569092
15,0.08917997777462006,-0.0010156177449971437,4.465584754943848
16,0.08528537303209305,-0.002193815540522337,4.45098352432251
17,0.08134333789348602,-0.0032852687872946262,4.450212478637695
18,0.07664666324853897,-0.002714098896831274,4.451660633087158
19,0.06673739105463028,-0.0004466887912712991,4.459393501281738
20,0.0612957589328289,-0.005163502413779497,4.4548468589782715
21,0.05735381692647934,-0.005024404264986515,4.445549964904785
22,0.052992887794971466,-0.003993725869804621,4.432040691375732
23,0.04944482445716858,-0.0005092739593237638,4.424513339996338
24,0.04607200622558594,0.0031017023138701916,4.415822505950928
25,0.04320263862609863,0.004727970343083143,4.40869140625
26,0.040674950927495956,0.0038325355853885412,4.404625415802002
27,0.03812359273433685,0.007255497854202986,4.3988847732543945
28,0.03654585778713226,0.007386601064354181,4.395244598388672
29,0.0350516140460968,0.010144250467419624,4.388157844543457
30,0.03357824310660362,0.006069354712963104,4.38545036315918
31,0.03210693597793579,0.009540019556879997,4.377194881439209
32,0.030678611248731613,0.007034010253846645,4.3678059577941895
33,0.02949320524930954,0.009189869277179241,4.359428882598877
34,0.02868901751935482,0.009791355580091476,4.355720043182373
35,0.02764842100441456,0.008452648296952248,4.350233554840088
36,0.026614097878336906,0.011846759356558323,4.343400478363037
37,0.025644401088356972,0.008379600942134857,4.334136009216309
38,0.024717429652810097,0.008639964275062084,4.3228759765625
39,0.023875048384070396,0.010793429799377918,4.311609268188477
40,0.02309119515120983,0.008704264648258686,4.303435802459717
41,0.022313963621854782,0.009138891473412514,4.290992736816406
42,0.02148960903286934,0.00891142524778843,4.275968074798584
43,0.020720716565847397,0.007637140806764364,4.260049343109131
44,0.020214278250932693,0.007150321267545223,4.248808860778809
45,0.019688429310917854,0.008824165910482407,4.235182285308838
46,0.019241612404584885,0.00896449200809002,4.223904132843018
47,0.018706146627664566,0.008042803965508938,4.2084197998046875
48,0.018305696547031403,0.008765630424022675,4.193647384643555
49,0.017902038991451263,0.009499315172433853,4.177393436431885
50,0.01758642867207527,0.008185259997844696,4.15936803817749
51,0.01729126088321209,0.008912939578294754,4.146009922027588
52,0.016930243000388145,0.0077382707968354225,4.123147010803223
53,0.01650436967611313,0.008610828779637814,4.094884395599365
54,0.016180818900465965,0.00801051128655672,4.072242736816406
55,0.015943758189678192,0.009372304193675518,4.054883003234863
56,0.01572360098361969,0.008279936388134956,4.030820369720459
