Epoch,Loss,nu,rho
1,0.1625596284866333,-0.003929072991013527,0.399910569190979
2,0.1563023179769516,0.0015721702948212624,0.4596100151538849
3,0.12890829145908356,-2.9035727493464947e-05,0.47404471039772034
4,0.11989996582269669,-0.002897133119404316,0.584463357925415
5,0.08589327335357666,0.0034824947360903025,0.7366464138031006
6,0.06284824013710022,-0.00032346718944609165,0.7531605362892151
7,0.05418931320309639,0.00047647865721955895,0.8214201331138611
8,0.0453895702958107,-0.004309256561100483,0.9372519254684448
9,0.03555959463119507,0.0016561152879148722,1.0101301670074463
10,0.030955299735069275,0.006842324510216713,1.0729507207870483
11,0.02770235389471054,0.009033280424773693,1.127672553062439
12,0.02554440312087536,0.011491852812469006,1.1810400485992432
13,0.023954547941684723,0.010339673608541489,1.2299116849899292
14,0.02252361737191677,0.008818342350423336,1.2703495025634766
15,0.02087702974677086,0.008746050298213959,1.3212392330169678
16,0.019270945340394974,0.010329796932637691,1.360262393951416
17,0.01825534552335739,0.00822423491626978,1.378879189491272
18,0.017383579164743423,0.012069644406437874,1.3910586833953857
19,0.016561048105359077,0.011391092091798782,1.3869355916976929
20,0.01575854793190956,0.01080077700316906,1.384534478187561
21,0.015102073550224304,0.012800676748156548,1.3831157684326172
22,0.014434387907385826,0.012415559962391853,1.3683502674102783
23,0.01381952129304409,0.011378691531717777,1.3559783697128296
24,0.013338110409677029,0.012537982314825058,1.3475865125656128
25,0.012851474806666374,0.01186224166303873,1.3311126232147217
26,0.012379124760627747,0.013384089805185795,1.3182580471038818
27,0.011930974200367928,0.013117917813360691,1.3008629083633423
28,0.01155783049762249,0.01203218474984169,1.2827306985855103
29,0.01127970777451992,0.01270964927971363,1.2750211954116821
30,0.010964667424559593,0.01322590745985508,1.2622004747390747
31,0.010651815682649612,0.013081926852464676,1.2473087310791016
32,0.010279331356287003,0.01280969474464655,1.2266284227371216
33,0.009871757589280605,0.011192546226084232,1.2071040868759155
34,0.009633025154471397,0.013141414150595665,1.1962552070617676
35,0.009413919411599636,0.012407196685671806,1.1826726198196411
36,0.009105505421757698,0.012829613871872425,1.1584672927856445
37,0.008815372362732887,0.01236080564558506,1.142719030380249
38,0.008490804582834244,0.012564122676849365,1.122846007347107
39,0.008278022520244122,0.012234751135110855,1.1106797456741333
40,0.008051430806517601,0.013380411081016064,1.094611644744873
41,0.007769213989377022,0.012111400254070759,1.0851675271987915
42,0.007476386148482561,0.011724372394382954,1.0769903659820557
43,0.007203562185168266,0.012314539402723312,1.0764291286468506
44,0.006984970532357693,0.011522364802658558,1.0801061391830444
45,0.006783664226531982,0.01191855687648058,1.0805495977401733
46,0.006577050779014826,0.01246702577918768,1.0755441188812256
47,0.006376239936798811,0.012339008040726185,1.0785026550292969
48,0.006185031495988369,0.012229862622916698,1.0779645442962646
49,0.006016014609485865,0.012078303843736649,1.0713393688201904
50,0.005799601320177317,0.012835204601287842,1.0743829011917114
51,0.005598879419267178,0.01182232704013586,1.0722094774246216
52,0.0054593863897025585,0.01194616500288248,1.072190761566162
53,0.005265631712973118,0.011747014708817005,1.0681272745132446
54,0.005075247958302498,0.011808142997324467,1.0716804265975952
55,0.004902614280581474,0.011084533296525478,1.0723153352737427
56,0.00471470458433032,0.011719542555510998,1.0767197608947754
57,0.004566100426018238,0.011666941456496716,1.0849030017852783
58,0.00441473163664341,0.012597386725246906,1.0863977670669556
59,0.00421596085652709,0.012063968926668167,1.0875327587127686
60,0.004053039476275444,0.010685864835977554,1.0869665145874023
61,0.003938966430723667,0.011229277588427067,1.091838002204895
62,0.003844062564894557,0.011534352786839008,1.0904887914657593
63,0.0037007471546530724,0.011403864249587059,1.0901787281036377
64,0.0035664450842887163,0.011371882632374763,1.088542103767395
65,0.0034514907747507095,0.011127443984150887,1.090078353881836
66,0.0033377958461642265,0.011529929004609585,1.090380311012268
67,0.0032705985940992832,0.011349166743457317,1.0909277200698853
68,0.00317588122561574,0.011516209691762924,1.0917032957077026
69,0.003101470647379756,0.01093724463135004,1.0919901132583618
70,0.0030230656266212463,0.011341296136379242,1.0926114320755005
71,0.002952728420495987,0.010479547083377838,1.0887608528137207
72,0.0028834203258156776,0.011245131492614746,1.089920163154602
73,0.0028205914422869682,0.010920564644038677,1.0889304876327515
74,0.0027535995468497276,0.011359763331711292,1.0860075950622559
75,0.0027042801957577467,0.011003384366631508,1.0849119424819946
76,0.0026454110629856586,0.011446869000792503,1.0834931135177612
77,0.0025759460404515266,0.011411357671022415,1.0788838863372803
78,0.0024954411201179028,0.011365635320544243,1.0760095119476318
79,0.002440761774778366,0.011253902688622475,1.0721062421798706
80,0.0023920023813843727,0.01183187123388052,1.0662102699279785
81,0.002345253014937043,0.010849629528820515,1.0630075931549072
82,0.002295333193615079,0.011185443960130215,1.060210108757019
83,0.0022510355338454247,0.011233517900109291,1.0569988489151
84,0.002205617493018508,0.01103938277810812,1.0555251836776733
85,0.002169043058529496,0.01128744799643755,1.051892876625061
86,0.0021309307776391506,0.011313348077237606,1.0497649908065796
87,0.0020952799823135138,0.010935627855360508,1.0479899644851685
88,0.0020585027523338795,0.011181486770510674,1.0456479787826538
89,0.002014376223087311,0.011018856428563595,1.044244408607483
90,0.0019824288319796324,0.010978453792631626,1.0433052778244019
91,0.0019545131362974644,0.01104601938277483,1.043068766593933
92,0.0019297711551189423,0.010942448861896992,1.043140172958374
93,0.0018908076453953981,0.01095688808709383,1.0396963357925415
94,0.0018545405473560095,0.011092456988990307,1.039759874343872
95,0.0018258474301546812,0.011138969101011753,1.0396422147750854
96,0.0018032704247161746,0.01130099780857563,1.0393645763397217
97,0.0017801139038056135,0.011088646948337555,1.0387458801269531
98,0.001748942770063877,0.010603698901832104,1.0393661260604858
99,0.0017192912055179477,0.01091323234140873,1.0380823612213135
100,0.0016985402908176184,0.010678661055862904,1.0376917123794556
101,0.0016652860213071108,0.010531009174883366,1.0389477014541626
102,0.0016328181372955441,0.010770664550364017,1.0394914150238037
103,0.0016131740994751453,0.010569015517830849,1.0402817726135254
